id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-0848,Useful Phrases,do you have soft drink,ለስላሳ መጠጥ አለዎት,leslasa metet alewot,dhugaatii lallaafaa qabduu,dhugaatii lallaafaa qabduu,"asking if soft drink is available; restaurants, shops, and cafes","Use 'do you have soft drink' in asking if soft drink is available; restaurants, shops, and cafes.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0849,Useful Phrases,how much is the soft drink,ለስላሳ መጠጥ ስንት ነው,leslasa metet sint new,dhugaatii lallaafaa meeqa,dhugaatii lallaafaa meeqa,"asking price or cost of soft drink; restaurants, shops, and cafes","Use 'how much is the soft drink' in asking price or cost of soft drink; restaurants, shops, and cafes.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0850,Useful Phrases,please give me soft drink,ለስላሳ መጠጥ እባክዎ ይስጡኝ,leslasa metet ibakwo yistugn,dhugaatii lallaafaa maaloo naaf kenni,dhugaatii lallaafaa maaloo naaf kenni,"polite request for soft drink; restaurants, shops, and cafes","Use 'please give me soft drink' in polite request for soft drink; restaurants, shops, and cafes.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0851,Useful Phrases,I want mineral water,ሚኒራል ውሃ እፈልጋለሁ,mineral wuha ifeligalehu,bishaan albuudaa nan barbaada,bishaan albuudaa nan barbaada,"requesting mineral water; restaurants, hotels, and travel","Use 'I want mineral water' in requesting mineral water; restaurants, hotels, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0852,Useful Phrases,do you have mineral water,ሚኒራል ውሃ አለዎት,mineral wuha alewot,bishaan albuudaa qabduu,bishaan albuudaa qabduu,"asking if mineral water is available; restaurants, hotels, and travel","Use 'do you have mineral water' in asking if mineral water is available; restaurants, hotels, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0853,Useful Phrases,how much is the mineral water,ሚኒራል ውሃ ስንት ነው,mineral wuha sint new,bishaan albuudaa meeqa,bishaan albuudaa meeqa,"asking price or cost of mineral water; restaurants, hotels, and travel","Use 'how much is the mineral water' in asking price or cost of mineral water; restaurants, hotels, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0854,Useful Phrases,please give me mineral water,ሚኒራል ውሃ እባክዎ ይስጡኝ,mineral wuha ibakwo yistugn,bishaan albuudaa maaloo naaf kenni,bishaan albuudaa maaloo naaf kenni,"polite request for mineral water; restaurants, hotels, and travel","Use 'please give me mineral water' in polite request for mineral water; restaurants, hotels, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0855,Useful Phrases,I want bottle,ጠርሙስ እፈልጋለሁ,termus ifeligalehu,qaruuraa nan barbaada,qaruuraa nan barbaada,"requesting bottle; drinks, shops, and travel","Use 'I want bottle' in requesting bottle; drinks, shops, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0856,Useful Phrases,do you have bottle,ጠርሙስ አለዎት,termus alewot,qaruuraa qabduu,qaruuraa qabduu,"asking if bottle is available; drinks, shops, and travel","Use 'do you have bottle' in asking if bottle is available; drinks, shops, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0857,Useful Phrases,how much is the bottle,ጠርሙስ ስንት ነው,termus sint new,qaruuraa meeqa,qaruuraa meeqa,"asking price or cost of bottle; drinks, shops, and travel","Use 'how much is the bottle' in asking price or cost of bottle; drinks, shops, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0858,Useful Phrases,please give me bottle,ጠርሙስ እባክዎ ይስጡኝ,termus ibakwo yistugn,qaruuraa maaloo naaf kenni,qaruuraa maaloo naaf kenni,"polite request for bottle; drinks, shops, and travel","Use 'please give me bottle' in polite request for bottle; drinks, shops, and travel.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0859,Useful Phrases,I want cup,ኩባያ እፈልጋለሁ,kubaya ifeligalehu,kooppii nan barbaada,kooppii nan barbaada,"requesting cup; coffee, tea, and restaurants","Use 'I want cup' in requesting cup; coffee, tea, and restaurants.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0860,Useful Phrases,do you have cup,ኩባያ አለዎት,kubaya alewot,kooppii qabduu,kooppii qabduu,"asking if cup is available; coffee, tea, and restaurants","Use 'do you have cup' in asking if cup is available; coffee, tea, and restaurants.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0861,Useful Phrases,how much is the cup,ኩባያ ስንት ነው,kubaya sint new,kooppii meeqa,kooppii meeqa,"asking price or cost of cup; coffee, tea, and restaurants","Use 'how much is the cup' in asking price or cost of cup; coffee, tea, and restaurants.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0862,Useful Phrases,please give me cup,ኩባያ እባክዎ ይስጡኝ,kubaya ibakwo yistugn,kooppii maaloo naaf kenni,kooppii maaloo naaf kenni,"polite request for cup; coffee, tea, and restaurants","Use 'please give me cup' in polite request for cup; coffee, tea, and restaurants.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0863,Useful Phrases,I want glass,ብርጭቆ እፈልጋለሁ,birchiko ifeligalehu,burcuqqoo nan barbaada,burcuqqoo nan barbaada,requesting glass; drinks and restaurant tableware,Use 'I want glass' in requesting glass; drinks and restaurant tableware.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0864,Useful Phrases,do you have glass,ብርጭቆ አለዎት,birchiko alewot,burcuqqoo qabduu,burcuqqoo qabduu,asking if glass is available; drinks and restaurant tableware,Use 'do you have glass' in asking if glass is available; drinks and restaurant tableware.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0865,Useful Phrases,how much is the glass,ብርጭቆ ስንት ነው,birchiko sint new,burcuqqoo meeqa,burcuqqoo meeqa,asking price or cost of glass; drinks and restaurant tableware,Use 'how much is the glass' in asking price or cost of glass; drinks and restaurant tableware.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0866,Useful Phrases,please give me glass,ብርጭቆ እባክዎ ይስጡኝ,birchiko ibakwo yistugn,burcuqqoo maaloo naaf kenni,burcuqqoo maaloo naaf kenni,polite request for glass; drinks and restaurant tableware,Use 'please give me glass' in polite request for glass; drinks and restaurant tableware.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0867,Useful Phrases,I want plate,ሳህን እፈልጋለሁ,sahn ifeligalehu,saahinii nan barbaada,saahinii nan barbaada,requesting plate; food service and home meals,Use 'I want plate' in requesting plate; food service and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0868,Useful Phrases,do you have plate,ሳህን አለዎት,sahn alewot,saahinii qabduu,saahinii qabduu,asking if plate is available; food service and home meals,Use 'do you have plate' in asking if plate is available; food service and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0869,Useful Phrases,how much is the plate,ሳህን ስንት ነው,sahn sint new,saahinii meeqa,saahinii meeqa,asking price or cost of plate; food service and home meals,Use 'how much is the plate' in asking price or cost of plate; food service and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0870,Useful Phrases,please give me plate,ሳህን እባክዎ ይስጡኝ,sahn ibakwo yistugn,saahinii maaloo naaf kenni,saahinii maaloo naaf kenni,polite request for plate; food service and home meals,Use 'please give me plate' in polite request for plate; food service and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0871,Useful Phrases,I want spoon,ማንኪያ እፈልጋለሁ,mankiya ifeligalehu,falʼaana nan barbaada,falaana nan barbaada,requesting spoon; restaurant and eating utensils,Use 'I want spoon' in requesting spoon; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0872,Useful Phrases,do you have spoon,ማንኪያ አለዎት,mankiya alewot,falʼaana qabduu,falaana qabduu,asking if spoon is available; restaurant and eating utensils,Use 'do you have spoon' in asking if spoon is available; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0873,Useful Phrases,how much is the spoon,ማንኪያ ስንት ነው,mankiya sint new,falʼaana meeqa,falaana meeqa,asking price or cost of spoon; restaurant and eating utensils,Use 'how much is the spoon' in asking price or cost of spoon; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0874,Useful Phrases,please give me spoon,ማንኪያ እባክዎ ይስጡኝ,mankiya ibakwo yistugn,falʼaana maaloo naaf kenni,falaana maaloo naaf kenni,polite request for spoon; restaurant and eating utensils,Use 'please give me spoon' in polite request for spoon; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0875,Useful Phrases,I want fork,ሹካ እፈልጋለሁ,shuka ifeligalehu,foorkii nan barbaada,foorkii nan barbaada,requesting fork; restaurant and eating utensils,Use 'I want fork' in requesting fork; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0876,Useful Phrases,do you have fork,ሹካ አለዎት,shuka alewot,foorkii qabduu,foorkii qabduu,asking if fork is available; restaurant and eating utensils,Use 'do you have fork' in asking if fork is available; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0877,Useful Phrases,how much is the fork,ሹካ ስንት ነው,shuka sint new,foorkii meeqa,foorkii meeqa,asking price or cost of fork; restaurant and eating utensils,Use 'how much is the fork' in asking price or cost of fork; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0878,Useful Phrases,please give me fork,ሹካ እባክዎ ይስጡኝ,shuka ibakwo yistugn,foorkii maaloo naaf kenni,foorkii maaloo naaf kenni,polite request for fork; restaurant and eating utensils,Use 'please give me fork' in polite request for fork; restaurant and eating utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0879,Useful Phrases,I want knife,ቢላ እፈልጋለሁ,bila ifeligalehu,billaa nan barbaada,billaa nan barbaada,requesting knife; restaurant and kitchen utensils,Use 'I want knife' in requesting knife; restaurant and kitchen utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0880,Useful Phrases,do you have knife,ቢላ አለዎት,bila alewot,billaa qabduu,billaa qabduu,asking if knife is available; restaurant and kitchen utensils,Use 'do you have knife' in asking if knife is available; restaurant and kitchen utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0881,Useful Phrases,how much is the knife,ቢላ ስንት ነው,bila sint new,billaa meeqa,billaa meeqa,asking price or cost of knife; restaurant and kitchen utensils,Use 'how much is the knife' in asking price or cost of knife; restaurant and kitchen utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0882,Useful Phrases,please give me knife,ቢላ እባክዎ ይስጡኝ,bila ibakwo yistugn,billaa maaloo naaf kenni,billaa maaloo naaf kenni,polite request for knife; restaurant and kitchen utensils,Use 'please give me knife' in polite request for knife; restaurant and kitchen utensils.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0883,Useful Phrases,I want menu,የምግብ ዝርዝር እፈልጋለሁ,ye-migib zirzir ifeligalehu,tarree nyaataa nan barbaada,tarree nyaataa nan barbaada,requesting menu; restaurant ordering and scan use cases,Use 'I want menu' in requesting menu; restaurant ordering and scan use cases.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0884,Useful Phrases,do you have menu,የምግብ ዝርዝር አለዎት,ye-migib zirzir alewot,tarree nyaataa qabduu,tarree nyaataa qabduu,asking if menu is available; restaurant ordering and scan use cases,Use 'do you have menu' in asking if menu is available; restaurant ordering and scan use cases.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0885,Useful Phrases,how much is the menu,የምግብ ዝርዝር ስንት ነው,ye-migib zirzir sint new,tarree nyaataa meeqa,tarree nyaataa meeqa,asking price or cost of menu; restaurant ordering and scan use cases,Use 'how much is the menu' in asking price or cost of menu; restaurant ordering and scan use cases.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0886,Useful Phrases,please give me menu,የምግብ ዝርዝር እባክዎ ይስጡኝ,ye-migib zirzir ibakwo yistugn,tarree nyaataa maaloo naaf kenni,tarree nyaataa maaloo naaf kenni,polite request for menu; restaurant ordering and scan use cases,Use 'please give me menu' in polite request for menu; restaurant ordering and scan use cases.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0887,Useful Phrases,I want vegetarian,ቬጀቴሪያን እፈልጋለሁ,vegeterian ifeligalehu,kan foon hin nyaanne nan barbaada,kan foon hin nyaanne nan barbaada,requesting vegetarian; dietary preference and restaurant communication,Use 'I want vegetarian' in requesting vegetarian; dietary preference and restaurant communication.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0888,Useful Phrases,do you have vegetarian,ቬጀቴሪያን አለዎት,vegeterian alewot,kan foon hin nyaanne qabduu,kan foon hin nyaanne qabduu,asking if vegetarian is available; dietary preference and restaurant communication,Use 'do you have vegetarian' in asking if vegetarian is available; dietary preference and restaurant communication.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0889,Useful Phrases,how much is the vegetarian,ቬጀቴሪያን ስንት ነው,vegeterian sint new,kan foon hin nyaanne meeqa,kan foon hin nyaanne meeqa,asking price or cost of vegetarian; dietary preference and restaurant communication,Use 'how much is the vegetarian' in asking price or cost of vegetarian; dietary preference and restaurant communication.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0890,Useful Phrases,please give me vegetarian,ቬጀቴሪያን እባክዎ ይስጡኝ,vegeterian ibakwo yistugn,kan foon hin nyaanne maaloo naaf kenni,kan foon hin nyaanne maaloo naaf kenni,polite request for vegetarian; dietary preference and restaurant communication,Use 'please give me vegetarian' in polite request for vegetarian; dietary preference and restaurant communication.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0891,Useful Phrases,I want fasting food,የጾም ምግብ እፈልጋለሁ,ye-tsom migib ifeligalehu,nyaata soomaa nan barbaada,nyaata soomaa nan barbaada,requesting fasting food; Ethiopian restaurants and religious fasting periods,Use 'I want fasting food' in requesting fasting food; Ethiopian restaurants and religious fasting periods.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0892,Useful Phrases,do you have fasting food,የጾም ምግብ አለዎት,ye-tsom migib alewot,nyaata soomaa qabduu,nyaata soomaa qabduu,asking if fasting food is available; Ethiopian restaurants and religious fasting periods,Use 'do you have fasting food' in asking if fasting food is available; Ethiopian restaurants and religious fasting periods.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0893,Useful Phrases,how much is the fasting food,የጾም ምግብ ስንት ነው,ye-tsom migib sint new,nyaata soomaa meeqa,nyaata soomaa meeqa,asking price or cost of fasting food; Ethiopian restaurants and religious fasting periods,Use 'how much is the fasting food' in asking price or cost of fasting food; Ethiopian restaurants and religious fasting periods.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0894,Useful Phrases,please give me fasting food,የጾም ምግብ እባክዎ ይስጡኝ,ye-tsom migib ibakwo yistugn,nyaata soomaa maaloo naaf kenni,nyaata soomaa maaloo naaf kenni,polite request for fasting food; Ethiopian restaurants and religious fasting periods,Use 'please give me fasting food' in polite request for fasting food; Ethiopian restaurants and religious fasting periods.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0895,Useful Phrases,I want spicy,ቃሪያ ያለው እፈልጋለሁ,qariya yalew ifeligalehu,miʼaaʼaa nan barbaada,miaaa nan barbaada,requesting spicy; food descriptions and preferences,Use 'I want spicy' in requesting spicy; food descriptions and preferences.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0896,Useful Phrases,do you have spicy,ቃሪያ ያለው አለዎት,qariya yalew alewot,miʼaaʼaa qabduu,miaaa qabduu,asking if spicy is available; food descriptions and preferences,Use 'do you have spicy' in asking if spicy is available; food descriptions and preferences.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0897,Useful Phrases,how much is the spicy,ቃሪያ ያለው ስንት ነው,qariya yalew sint new,miʼaaʼaa meeqa,miaaa meeqa,asking price or cost of spicy; food descriptions and preferences,Use 'how much is the spicy' in asking price or cost of spicy; food descriptions and preferences.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0898,Useful Phrases,please give me spicy,ቃሪያ ያለው እባክዎ ይስጡኝ,qariya yalew ibakwo yistugn,miʼaaʼaa maaloo naaf kenni,miaaa maaloo naaf kenni,polite request for spicy; food descriptions and preferences,Use 'please give me spicy' in polite request for spicy; food descriptions and preferences.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0899,Useful Phrases,I want not spicy,ቃሪያ የሌለው እፈልጋለሁ,qariya yelelew ifeligalehu,kan hin miʼoofne nan barbaada,kan hin mioofne nan barbaada,requesting not spicy; ordering food with mild spice,Use 'I want not spicy' in requesting not spicy; ordering food with mild spice.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0900,Useful Phrases,do you have not spicy,ቃሪያ የሌለው አለዎት,qariya yelelew alewot,kan hin miʼoofne qabduu,kan hin mioofne qabduu,asking if not spicy is available; ordering food with mild spice,Use 'do you have not spicy' in asking if not spicy is available; ordering food with mild spice.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0901,Useful Phrases,how much is the not spicy,ቃሪያ የሌለው ስንት ነው,qariya yelelew sint new,kan hin miʼoofne meeqa,kan hin mioofne meeqa,asking price or cost of not spicy; ordering food with mild spice,Use 'how much is the not spicy' in asking price or cost of not spicy; ordering food with mild spice.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0902,Useful Phrases,please give me not spicy,ቃሪያ የሌለው እባክዎ ይስጡኝ,qariya yelelew ibakwo yistugn,kan hin miʼoofne maaloo naaf kenni,kan hin mioofne maaloo naaf kenni,polite request for not spicy; ordering food with mild spice,Use 'please give me not spicy' in polite request for not spicy; ordering food with mild spice.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0903,Useful Phrases,I want delicious,ጣፋጭ እፈልጋለሁ,tafatch ifeligalehu,miʼaawaa nan barbaada,miaawaa nan barbaada,requesting delicious; complimenting food,Use 'I want delicious' in requesting delicious; complimenting food.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0904,Useful Phrases,do you have delicious,ጣፋጭ አለዎት,tafatch alewot,miʼaawaa qabduu,miaawaa qabduu,asking if delicious is available; complimenting food,Use 'do you have delicious' in asking if delicious is available; complimenting food.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0905,Useful Phrases,how much is the delicious,ጣፋጭ ስንት ነው,tafatch sint new,miʼaawaa meeqa,miaawaa meeqa,asking price or cost of delicious; complimenting food,Use 'how much is the delicious' in asking price or cost of delicious; complimenting food.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0906,Useful Phrases,please give me delicious,ጣፋጭ እባክዎ ይስጡኝ,tafatch ibakwo yistugn,miʼaawaa maaloo naaf kenni,miaawaa maaloo naaf kenni,polite request for delicious; complimenting food,Use 'please give me delicious' in polite request for delicious; complimenting food.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0907,Useful Phrases,I want hungry,ተርቦኛል እፈልጋለሁ,terboñal ifeligalehu,na beelaʼe nan barbaada,na beelae nan barbaada,requesting hungry; expressing hunger,Use 'I want hungry' in requesting hungry; expressing hunger.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0908,Useful Phrases,do you have hungry,ተርቦኛል አለዎት,terboñal alewot,na beelaʼe qabduu,na beelae qabduu,asking if hungry is available; expressing hunger,Use 'do you have hungry' in asking if hungry is available; expressing hunger.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0909,Useful Phrases,how much is the hungry,ተርቦኛል ስንት ነው,terboñal sint new,na beelaʼe meeqa,na beelae meeqa,asking price or cost of hungry; expressing hunger,Use 'how much is the hungry' in asking price or cost of hungry; expressing hunger.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0910,Useful Phrases,please give me hungry,ተርቦኛል እባክዎ ይስጡኝ,terboñal ibakwo yistugn,na beelaʼe maaloo naaf kenni,na beelae maaloo naaf kenni,polite request for hungry; expressing hunger,Use 'please give me hungry' in polite request for hungry; expressing hunger.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0911,Useful Phrases,I want thirsty,ተጠምቶኛል እፈልጋለሁ,tetemtoñal ifeligalehu,na dheebote nan barbaada,na dheebote nan barbaada,requesting thirsty; asking for water or drinks,Use 'I want thirsty' in requesting thirsty; asking for water or drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0912,Useful Phrases,do you have thirsty,ተጠምቶኛል አለዎት,tetemtoñal alewot,na dheebote qabduu,na dheebote qabduu,asking if thirsty is available; asking for water or drinks,Use 'do you have thirsty' in asking if thirsty is available; asking for water or drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0913,Useful Phrases,how much is the thirsty,ተጠምቶኛል ስንት ነው,tetemtoñal sint new,na dheebote meeqa,na dheebote meeqa,asking price or cost of thirsty; asking for water or drinks,Use 'how much is the thirsty' in asking price or cost of thirsty; asking for water or drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0914,Useful Phrases,please give me thirsty,ተጠምቶኛል እባክዎ ይስጡኝ,tetemtoñal ibakwo yistugn,na dheebote maaloo naaf kenni,na dheebote maaloo naaf kenni,polite request for thirsty; asking for water or drinks,Use 'please give me thirsty' in polite request for thirsty; asking for water or drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0915,Useful Phrases,I want hot drink,ትኩስ መጠጥ እፈልጋለሁ,tikus metet ifeligalehu,dhugaatii hoʼaa nan barbaada,dhugaatii hoaa nan barbaada,requesting hot drink; coffee and tea situations,Use 'I want hot drink' in requesting hot drink; coffee and tea situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0916,Useful Phrases,do you have hot drink,ትኩስ መጠጥ አለዎት,tikus metet alewot,dhugaatii hoʼaa qabduu,dhugaatii hoaa qabduu,asking if hot drink is available; coffee and tea situations,Use 'do you have hot drink' in asking if hot drink is available; coffee and tea situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0917,Useful Phrases,how much is the hot drink,ትኩስ መጠጥ ስንት ነው,tikus metet sint new,dhugaatii hoʼaa meeqa,dhugaatii hoaa meeqa,asking price or cost of hot drink; coffee and tea situations,Use 'how much is the hot drink' in asking price or cost of hot drink; coffee and tea situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0918,Useful Phrases,please give me hot drink,ትኩስ መጠጥ እባክዎ ይስጡኝ,tikus metet ibakwo yistugn,dhugaatii hoʼaa maaloo naaf kenni,dhugaatii hoaa maaloo naaf kenni,polite request for hot drink; coffee and tea situations,Use 'please give me hot drink' in polite request for hot drink; coffee and tea situations.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0919,Useful Phrases,I want cold drink,ቀዝቃዛ መጠጥ እፈልጋለሁ,qezqaza metet ifeligalehu,dhugaatii qabbanaaʼaa nan barbaada,dhugaatii qabbanaa nan barbaada,requesting cold drink; restaurant drinks,Use 'I want cold drink' in requesting cold drink; restaurant drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0920,Useful Phrases,do you have cold drink,ቀዝቃዛ መጠጥ አለዎት,qezqaza metet alewot,dhugaatii qabbanaaʼaa qabduu,dhugaatii qabbanaa qabduu,asking if cold drink is available; restaurant drinks,Use 'do you have cold drink' in asking if cold drink is available; restaurant drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
